,Datetime,H4_high,H4_low,Last_Fractal_High,Last_Fractal_Low,Directional_bias,result,daily_momentum
2059,2023-02-12 22:00:00,0.92595,0.91975,0.92526,0.91975,1,-1,1.0
2060,2023-02-13 18:00:00,0.92526,0.9191,0.92526,0.91975,-2,-1,1.0
2061,2023-02-13 22:00:00,0.92526,0.91788,0.92526,0.91975,-2,-1,1.0
2062,2023-02-14 02:00:00,0.92526,0.91771,0.92526,0.91975,-2,-1,1.0
2063,2023-02-14 06:00:00,0.92526,0.91576,0.92526,0.91975,-2,-1,1.0
2064,2023-02-14 10:00:00,0.92526,0.91357,0.92526,0.91975,-2,1,1.0
2067,2023-02-15 10:00:00,0.92622,0.92153,0.92338,0.91357,1,1,1.0
2069,2023-02-15 14:00:00,0.92623,0.92153,0.92338,0.92153,1,-1,1.0
2071,2023-02-16 10:00:00,0.92623,0.92138,0.92623,0.92153,1,1,1.0
2073,2023-02-16 14:00:00,0.92718,0.92138,0.92623,0.92138,1,1,1.0
2074,2023-02-16 22:00:00,0.92841,0.92138,0.92623,0.92138,1,1,1.0
2075,2023-02-17 02:00:00,0.92938,0.92138,0.92623,0.92138,1,1,1.0
2076,2023-02-17 06:00:00,0.93231,0.92138,0.92623,0.92138,1,1,1.0
2077,2023-02-17 10:00:00,0.93317,0.92138,0.92623,0.92138,1,1,1.0
2084,2023-02-23 06:00:00,0.93339,0.92896,0.93184,0.92523,1,1,1.0
2086,2023-02-23 10:00:00,0.93432,0.92896,0.93184,0.92896,1,1,1.0
2087,2023-02-23 14:00:00,0.93486,0.92896,0.93184,0.92896,1,1,1.0
2089,2023-02-24 06:00:00,0.93646,0.92896,0.93486,0.92896,1,1,1.0
2090,2023-02-24 10:00:00,0.93803,0.92896,0.93486,0.92896,1,1,1.0
2091,2023-02-24 14:00:00,0.94061,0.92896,0.93486,0.92896,1,1,1.0
2092,2023-02-24 18:00:00,0.94121,0.92896,0.93486,0.92896,1,1,1.0
2094,2023-02-27 02:00:00,0.94182,0.92896,0.94121,0.92896,-1,1,1.0
2095,2023-02-27 06:00:00,0.94285,0.92896,0.94121,0.92896,-1,1,1.0
2101,2023-03-02 02:00:00,0.94301,0.93501,0.94281,0.93501,1,1,1.0
2102,2023-03-02 06:00:00,0.94393,0.93501,0.94281,0.93501,1,1,1.0
2104,2023-03-02 14:00:00,0.94396,0.93953,0.94281,0.93953,1,-1,1.0
2106,2023-03-03 06:00:00,0.94396,0.93682,0.94396,0.93953,-1,-1,1.0
2108,2023-03-03 18:00:00,0.94396,0.93583,0.94396,0.93682,-1,-1,1.0
2110,2023-03-05 22:00:00,0.94396,0.93581,0.94396,0.93583,-1,-1,1.0
2111,2023-03-06 02:00:00,0.94396,0.93532,0.94396,0.93583,-1,-1,1.0
2112,2023-03-06 06:00:00,0.94396,0.93124,0.94396,0.93583,-1,-1,1.0
2113,2023-03-06 14:00:00,0.94396,0.9305,0.94396,0.93583,-1,-1,1.0
2114,2023-03-06 22:00:00,0.94396,0.93028,0.94396,0.93583,-1,-1,1.0
2115,2023-03-07 02:00:00,0.94396,0.92948,0.94396,0.93583,-1,-1,1.0
2116,2023-03-07 06:00:00,0.94396,0.92853,0.94396,0.93583,-1,-1,1.0
2120,2023-03-10 02:00:00,0.94356,0.9281,0.94356,0.92853,-1,-1,1.0
2121,2023-03-10 10:00:00,0.94356,0.92298,0.94356,0.92853,-1,-1,1.0
2122,2023-03-10 14:00:00,0.94356,0.91744,0.94356,0.92853,-1,-1,1.0
2124,2023-03-12 22:00:00,0.94356,0.91509,0.94356,0.91744,-1,-1,1.0
2125,2023-03-13 06:00:00,0.94356,0.90975,0.94356,0.91744,-1,-1,1.0
2126,2023-03-13 10:00:00,0.94356,0.90927,0.94356,0.91744,-1,-1,1.0
2127,2023-03-13 14:00:00,0.94356,0.90708,0.94356,0.91744,-1,-1,1.0
2156,2023-04-04 14:00:00,0.91426,0.90547,0.91426,0.91149,-1,-1,1.0
2157,2023-04-04 18:00:00,0.91426,0.90503,0.91426,0.91149,-1,-1,1.0
2159,2023-04-05 06:00:00,0.91426,0.90405,0.91426,0.90503,-1,-1,-1.0
2160,2023-04-05 10:00:00,0.91426,0.90281,0.91426,0.90503,-1,-1,-1.0
2161,2023-04-05 14:00:00,0.90758,0.90057,0.91426,0.90503,-1,1,-1.0
2166,2023-04-07 10:00:00,0.90808,0.90339,0.90748,0.90339,-1,-1,-1.0
2168,2023-04-07 18:00:00,0.90808,0.90338,0.90808,0.90339,1,-1,-1.0
2170,2023-04-09 18:00:00,0.90808,0.90281,0.90808,0.90338,1,1,-1.0
2171,2023-04-10 10:00:00,0.9109,0.90338,0.90808,0.90338,1,1,-1.0
2172,2023-04-10 14:00:00,0.912,0.90338,0.90808,0.90338,1,-1,-1.0
2174,2023-04-11 14:00:00,0.912,0.90316,0.912,0.90338,-1,-1,-1.0
2175,2023-04-11 18:00:00,0.912,0.90276,0.912,0.90338,-1,-1,-1.0
2176,2023-04-11 22:00:00,0.912,0.90183,0.912,0.90338,-1,-1,-1.0
2177,2023-04-12 06:00:00,0.90345,0.90168,0.912,0.90338,-1,-1,-1.0
2179,2023-04-12 10:00:00,0.90345,0.89612,0.90345,0.90338,-1,-1,-1.0
2180,2023-04-12 14:00:00,0.90345,0.89432,0.90345,0.90338,-1,-1,-1.0
2181,2023-04-12 18:00:00,0.90345,0.8942,0.90345,0.90338,-1,-1,-1.0
2184,2023-04-13 06:00:00,0.89744,0.88967,0.89744,0.8942,-2,-1,-1.0
2185,2023-04-13 10:00:00,0.89744,0.88595,0.89744,0.8942,-2,1,-1.0
2190,2023-04-17 14:00:00,0.89962,0.89216,0.89587,0.89216,1,1,-1.0
2194,2023-04-19 06:00:00,0.89992,0.8944,0.89867,0.8944,-1,1,-1.0
2195,2023-04-19 10:00:00,0.90027,0.8944,0.89867,0.8944,-1,-1,-1.0
2198,2023-04-20 10:00:00,0.90027,0.8921,0.90027,0.89584,-1,-1,-1.0
2199,2023-04-20 14:00:00,0.90027,0.89196,0.90027,0.89584,-1,-1,-1.0
2200,2023-04-20 18:00:00,0.90027,0.89184,0.90027,0.89584,-1,-1,-1.0
2202,2023-04-21 10:00:00,0.90027,0.89075,0.90027,0.89184,1,-1,-1.0
2206,2023-04-24 06:00:00,0.89278,0.88827,0.89278,0.89075,-1,-1,-1.0
2207,2023-04-24 10:00:00,0.89278,0.88804,0.89278,0.89075,-1,-1,-1.0
2208,2023-04-24 14:00:00,0.89278,0.88756,0.89278,0.89075,-1,-1,-1.0
2209,2023-04-24 18:00:00,0.89278,0.88738,0.89278,0.89075,-1,-1,-1.0
2210,2023-04-24 22:00:00,0.89278,0.8863,0.89278,0.89075,-1,-1,-1.0
2211,2023-04-25 06:00:00,0.89278,0.88602,0.89278,0.89075,-1,-1,-1.0
2214,2023-04-26 10:00:00,0.89272,0.88513,0.89272,0.88602,1,1,-1.0
2217,2023-04-27 06:00:00,0.89381,0.89026,0.892,0.88513,2,1,-1.0
2219,2023-04-27 10:00:00,0.89758,0.89026,0.892,0.89026,2,1,-1.0
2220,2023-04-27 14:00:00,0.8976,0.89026,0.892,0.89026,2,-1,-1.0
2224,2023-04-28 14:00:00,0.89749,0.88958,0.89749,0.89182,1,1,-1.0
2228,2023-05-02 06:00:00,0.89948,0.89148,0.89664,0.89148,1,-1,-1.0
2230,2023-05-02 22:00:00,0.89948,0.89112,0.89948,0.89148,-1,-1,-1.0
2231,2023-05-03 02:00:00,0.89948,0.8907,0.89948,0.89148,-1,-1,-1.0
2232,2023-05-03 06:00:00,0.89948,0.88706,0.89948,0.89148,-1,-1,-1.0
2233,2023-05-03 14:00:00,0.89948,0.88626,0.89948,0.89148,-1,-1,-1.0
2234,2023-05-03 18:00:00,0.89948,0.88318,0.89948,0.89148,-1,-1,-1.0
2235,2023-05-03 22:00:00,0.89948,0.88197,0.89948,0.89148,-1,1,-1.0
2254,2023-05-17 06:00:00,0.90075,0.89489,0.89702,0.89489,1,1,-1.0
2255,2023-05-17 10:00:00,0.90218,0.89489,0.89702,0.89489,1,1,-1.0
2256,2023-05-17 14:00:00,0.90252,0.89489,0.89702,0.89489,1,1,-1.0
2259,2023-05-18 10:00:00,0.90443,0.89769,0.90252,0.89769,2,1,-1.0
2260,2023-05-18 14:00:00,0.90624,0.89769,0.90252,0.89769,2,-1,-1.0
2262,2023-05-19 14:00:00,0.90624,0.89742,0.90624,0.89769,1,-1,-1.0
2264,2023-05-21 22:00:00,0.90624,0.89697,0.90624,0.89742,-1,-1,-1.0
2265,2023-05-22 06:00:00,0.89968,0.89447,0.90624,0.89742,-1,-1,-1.0
2267,2023-05-22 10:00:00,0.89968,0.89406,0.89968,0.89742,-1,1,-1.0
2269,2023-05-23 06:00:00,0.90144,0.89406,0.89968,0.89406,1,1,-1.0
2270,2023-05-23 10:00:00,0.90292,0.89406,0.89968,0.89406,1,1,-1.0
2273,2023-05-24 10:00:00,0.90491,0.90047,0.90292,0.90047,1,1,1.0
2274,2023-05-24 14:00:00,0.90667,0.90047,0.90292,0.90047,1,1,1.0
2276,2023-05-25 06:00:00,0.90681,0.90047,0.90667,0.90047,-1,1,1.0
2277,2023-05-25 10:00:00,0.90694,0.90373,0.90667,0.90047,-1,1,1.0
2279,2023-05-25 14:00:00,0.90731,0.90373,0.90667,0.90373,-1,-1,1.0
2281,2023-05-26 06:00:00,0.90731,0.90184,0.90731,0.90373,1,1,1.0
2283,2023-05-26 14:00:00,0.90742,0.90184,0.90731,0.90184,-1,1,1.0
2286,2023-05-30 06:00:00,0.90839,0.90244,0.90742,0.9027,-1,-1,1.0
2288,2023-05-30 10:00:00,0.90839,0.90138,0.90839,0.9027,-1,1,1.0
2290,2023-05-31 02:00:00,0.90874,0.90138,0.90839,0.90138,1,1,1.0
2291,2023-05-31 06:00:00,0.91187,0.90138,0.90839,0.90138,1,1,1.0
2292,2023-05-31 14:00:00,0.91471,0.90138,0.90839,0.90138,1,-1,1.0
2303,2023-06-08 10:00:00,0.91073,0.90069,0.91073,0.90428,-2,-1,1.0
2304,2023-06-08 14:00:00,0.91073,0.89967,0.91073,0.90428,-2,-1,1.0
2305,2023-06-08 18:00:00,0.91073,0.89852,0.91073,0.90428,-2,-1,1.0
2307,2023-06-09 06:00:00,0.91073,0.89843,0.91073,0.89852,1,1,1.0
2311,2023-06-12 14:00:00,0.9109,0.90153,0.9039,0.90153,-1,-1,1.0
2316,2023-06-14 10:00:00,0.906,0.89767,0.906,0.90315,-1,-1,-1.0
2317,2023-06-14 14:00:00,0.906,0.89651,0.906,0.90315,-1,-1,-1.0
2320,2023-06-15 10:00:00,0.90559,0.89575,0.90559,0.89651,-2,-1,-1.0
2321,2023-06-15 14:00:00,0.90559,0.89072,0.90559,0.89651,-2,-1,-1.0
2322,2023-06-15 18:00:00,0.90559,0.89067,0.90559,0.89651,-2,-1,-1.0
2324,2023-06-16 06:00:00,0.90559,0.89012,0.90559,0.89067,1,-1,-1.0
2353,2023-07-07 14:00:00,0.89699,0.88754,0.89699,0.89468,-1,-1,-1.0
2355,2023-07-09 18:00:00,0.89699,0.88728,0.89699,0.88754,1,-1,-1.0
2357,2023-07-10 14:00:00,0.89177,0.88595,0.89177,0.88754,1,-1,-1.0
2358,2023-07-10 18:00:00,0.89177,0.88493,0.89177,0.88754,1,-1,-1.0
2359,2023-07-10 22:00:00,0.89177,0.88447,0.89177,0.88754,1,-1,-1.0
2360,2023-07-11 02:00:00,0.89177,0.88393,0.89177,0.88754,1,-1,-1.0
2361,2023-07-11 06:00:00,0.89177,0.88104,0.89177,0.88754,1,-1,-1.0
2362,2023-07-11 14:00:00,0.89177,0.87956,0.89177,0.88754,1,-1,-1.0
2363,2023-07-11 18:00:00,0.89177,0.87891,0.89177,0.88754,1,-1,-1.0
2364,2023-07-11 22:00:00,0.89177,0.87741,0.89177,0.88754,1,-1,-1.0
2365,2023-07-12 02:00:00,0.89177,0.87738,0.89177,0.88754,1,-1,-1.0
2366,2023-07-12 06:00:00,0.89177,0.87638,0.89177,0.88754,1,-1,-1.0
2367,2023-07-12 10:00:00,0.89177,0.86941,0.89177,0.88754,1,-1,-1.0
2368,2023-07-12 14:00:00,0.89177,0.86588,0.89177,0.88754,1,-1,-1.0
2369,2023-07-12 18:00:00,0.89177,0.86571,0.89177,0.88754,1,-1,-1.0
2370,2023-07-13 02:00:00,0.89177,0.86508,0.89177,0.88754,1,-1,-1.0
2371,2023-07-13 06:00:00,0.89177,0.86153,0.89177,0.88754,1,-1,-1.0
2372,2023-07-13 10:00:00,0.89177,0.85955,0.89177,0.88754,1,-1,-1.0
2373,2023-07-13 14:00:00,0.89177,0.8582,0.89177,0.88754,1,-1,-1.0
2374,2023-07-13 22:00:00,0.89177,0.85758,0.89177,0.88754,1,-1,-1.0
2375,2023-07-14 02:00:00,0.89177,0.85694,0.89177,0.88754,1,-1,-1.0
2376,2023-07-14 06:00:00,0.89177,0.85657,0.89177,0.88754,1,-1,-1.0
2381,2023-07-18 10:00:00,0.86303,0.85543,0.86303,0.8578,1,1,-1.0
2386,2023-07-20 10:00:00,0.86327,0.85604,0.86131,0.85604,1,1,-1.0
2387,2023-07-20 14:00:00,0.86839,0.85604,0.86131,0.85604,1,1,-1.0
2392,2023-07-24 14:00:00,0.86878,0.86372,0.86723,0.86372,1,1,-1.0
2393,2023-07-24 18:00:00,0.86994,0.86372,0.86723,0.86372,1,1,-1.0
2394,2023-07-24 22:00:00,0.87004,0.86372,0.86723,0.86372,1,-1,-1.0
2397,2023-07-25 14:00:00,0.86973,0.86366,0.86973,0.86372,-1,-1,-1.0
2398,2023-07-25 18:00:00,0.86973,0.86274,0.86973,0.86372,-1,-1,-1.0
2400,2023-07-26 06:00:00,0.86973,0.86116,0.86973,0.86274,1,-1,-1.0
2401,2023-07-26 10:00:00,0.86973,0.86102,0.86973,0.86274,1,-1,-1.0
2402,2023-07-26 18:00:00,0.86403,0.85969,0.86973,0.86274,1,-1,-1.0
2404,2023-07-26 22:00:00,0.86403,0.8595,0.86403,0.86274,1,-1,-1.0
2405,2023-07-27 02:00:00,0.86403,0.85802,0.86403,0.86274,1,-1,-1.0
2406,2023-07-27 06:00:00,0.86403,0.85551,0.86403,0.86274,1,1,-1.0
2407,2023-07-27 10:00:00,0.86716,0.8552,0.86403,0.86274,1,1,-1.0
2409,2023-07-27 14:00:00,0.86944,0.8552,0.86403,0.8552,1,1,-1.0
2410,2023-07-27 18:00:00,0.86983,0.8552,0.86403,0.8552,1,1,-1.0
2411,2023-07-28 02:00:00,0.87001,0.8552,0.86403,0.8552,1,1,-1.0
2412,2023-07-28 06:00:00,0.87364,0.8552,0.86403,0.8552,1,1,-1.0
2418,2023-08-01 06:00:00,0.87567,0.86648,0.87294,0.86648,2,1,1.0
2419,2023-08-01 10:00:00,0.87775,0.86648,0.87294,0.86648,2,1,1.0
2422,2023-08-02 06:00:00,0.87854,0.87137,0.87775,0.87137,1,1,1.0
2423,2023-08-02 10:00:00,0.8803,0.87137,0.87775,0.87137,1,1,1.0
2424,2023-08-02 14:00:00,0.88055,0.87137,0.87775,0.87137,1,-1,1.0
2429,2023-08-04 10:00:00,0.87823,0.8699,0.87823,0.87302,1,1,1.0
2434,2023-08-08 14:00:00,0.87827,0.87199,0.87734,0.87199,-1,-1,1.0
2439,2023-08-10 10:00:00,0.87761,0.86897,0.87761,0.87315,1,1,1.0
2442,2023-08-11 10:00:00,0.87803,0.87345,0.8772,0.86897,-1,1,1.0
2445,2023-08-14 10:00:00,0.88275,0.8755,0.87803,0.8755,1,-1,1.0
2447,2023-08-15 06:00:00,0.88275,0.8744,0.88275,0.8755,1,1,1.0
2462,2023-08-24 10:00:00,0.88387,0.87597,0.8817,0.87597,1,1,1.0
2463,2023-08-24 14:00:00,0.88417,0.87597,0.8817,0.87597,1,1,1.0
2464,2023-08-24 18:00:00,0.88508,0.87597,0.8817,0.87597,1,1,1.0
2465,2023-08-24 22:00:00,0.88575,0.87597,0.8817,0.87597,1,1,1.0
2466,2023-08-25 02:00:00,0.88665,0.87597,0.8817,0.87597,1,1,1.0
2467,2023-08-25 06:00:00,0.88685,0.87597,0.8817,0.87597,1,1,1.0
2468,2023-08-25 14:00:00,0.8876,0.88213,0.8817,0.87597,1,-1,1.0
2470,2023-08-28 06:00:00,0.8876,0.88178,0.8876,0.87597,1,-1,1.0
2475,2023-08-29 14:00:00,0.88586,0.87799,0.88586,0.88258,-1,-1,1.0
2476,2023-08-29 18:00:00,0.88586,0.87747,0.88586,0.88258,-1,-1,1.0
2479,2023-08-30 10:00:00,0.88031,0.87476,0.88031,0.87747,1,-1,1.0
2480,2023-08-30 14:00:00,0.88031,0.87445,0.88031,0.87747,1,1,1.0
2482,2023-08-31 06:00:00,0.88245,0.87445,0.88031,0.87445,2,1,1.0
2483,2023-08-31 10:00:00,0.88376,0.87445,0.88031,0.87445,2,1,1.0
2484,2023-08-31 14:00:00,0.88455,0.87445,0.88031,0.87445,2,1,1.0
2487,2023-09-01 14:00:00,0.88634,0.87946,0.88455,0.87946,1,1,1.0
2492,2023-09-05 06:00:00,0.88807,0.88222,0.88541,0.88222,2,1,1.0
2493,2023-09-05 10:00:00,0.89029,0.88222,0.88541,0.88222,2,1,1.0
2496,2023-09-06 06:00:00,0.8905,0.88807,0.89029,0.88807,1,1,1.0
2497,2023-09-06 10:00:00,0.89181,0.88807,0.89029,0.88807,1,1,1.0
2498,2023-09-06 14:00:00,0.89445,0.88807,0.89029,0.88807,1,1,1.0
2511,2023-09-13 10:00:00,0.89525,0.88979,0.89337,0.88979,-1,1,1.0
2514,2023-09-14 10:00:00,0.897,0.89144,0.89525,0.89144,1,1,1.0
2515,2023-09-14 14:00:00,0.89702,0.89144,0.89525,0.89144,1,1,1.0
2517,2023-09-15 10:00:00,0.89731,0.89144,0.89702,0.89144,1,1,1.0
2518,2023-09-15 14:00:00,0.89771,0.89144,0.89702,0.89144,1,1,1.0
2519,2023-09-15 18:00:00,0.89772,0.89144,0.89702,0.89144,1,,1.0
