Date,Time,Currency,Name,,,,,
2022-02-23 00:00:00,01:00,NZD,Official Cash Rate,1.00%,1.00%,0.75%,,126158
2022-02-23 00:00:00,01:00,NZD,RBNZ Monetary Policy Statement,,,,,126155
2022-02-23 00:00:00,01:00,NZD,RBNZ Rate Statement,,,,,126157
2022-02-23 00:00:00,02:00,NZD,RBNZ Press Conference,,,,,126165
2022-02-23 00:00:00,09:30,GBP,Monetary Policy Report Hearings,,,,,126552
2022-02-24 00:00:00,13:30,USD,Prelim GDP q/q,7.0%,7.0%,6.9%,,124321
2022-02-25 00:00:00,13:30,USD,Core PCE Price Index m/m,0.5%,0.5%,0.5%,,124345
2022-03-01 00:00:00,03:30,AUD,Cash Rate,0.10%,0.10%,0.10%,,125653
2022-03-01 00:00:00,03:30,AUD,RBA Rate Statement,,,,,125664
2022-03-01 00:00:00,13:30,CAD,GDP m/m,0.0%,0.0%,0.6%,,126029
2022-03-01 00:00:00,15:00,USD,ISM Manufacturing PMI,58.6,58.0,57.6,,123115
2022-03-02 00:00:00,00:30,AUD,GDP q/q,3.4%,3.5%,-1.9%,,124857
2022-03-02 00:00:00,10:15,All,OPEC-JMMC Meetings,,,,,122680
2022-03-02 00:00:00,13:17,USD,ADP Non-Farm Employment Change,475K,378K,509K,-301K,124056
2022-03-02 00:00:00,15:00,CAD,BOC Rate Statement,,,,,122701
2022-03-02 00:00:00,15:00,CAD,Overnight Rate,0.50%,0.50%,0.25%,,122693
2022-03-02 00:00:00,15:00,USD,Fed Chair Powell Testifies,,,,,127432
2022-03-03 00:00:00,15:00,USD,Fed Chair Powell Testifies,,,,,127435
2022-03-03 00:00:00,15:00,USD,ISM Services PMI,56.5,61.2,59.9,,123139
2022-03-03 00:00:00,16:30,CAD,BOC Gov Macklem Speaks,,,,,127427
2022-03-03 00:00:00,20:30,CAD,BOC Gov Macklem Speaks,,,,,127443
2022-03-04 00:00:00,13:30,USD,Average Hourly Earnings m/m,0.0%,0.5%,0.6%,0.7%,124044
2022-03-04 00:00:00,13:30,USD,Non-Farm Employment Change,678K,407K,481K,467K,122939
2022-03-04 00:00:00,13:30,USD,Unemployment Rate,3.8%,3.9%,4.0%,,122951
2022-03-08 00:00:00,22:15,AUD,RBA Gov Lowe Speaks,,,,,127444
2022-03-09 00:00:00,15:00,USD,JOLTS Job Openings,11.26M,10.96M,11.45M,10.93M,126181
2022-03-10 00:00:00,12:30,USD,CPI y/y,7.9%,7.9%,7.5%,,128652
2022-03-10 00:00:00,12:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%,,125286
2022-03-10 00:00:00,12:45,EUR,Monetary Policy Statement,,,,,125287
2022-03-10 00:00:00,13:30,EUR,ECB Press Conference,,,,,125285
2022-03-10 00:00:00,13:30,USD,Core CPI m/m,0.5%,0.5%,0.6%,,124070
2022-03-10 00:00:00,13:30,USD,CPI m/m,0.8%,0.8%,0.6%,,124071
2022-03-10 00:00:00,21:45,AUD,RBA Gov Lowe Speaks,,,,,127446
2022-03-11 00:00:00,13:30,CAD,Employment Change,336.6K,132.0K,-200.1K,,122915
2022-03-11 00:00:00,13:30,CAD,Unemployment Rate,5.5%,6.2%,6.5%,,122927
2022-03-11 00:00:00,15:00,USD,Prelim UoM Consumer Sentiment,59.7,61.4,62.8,61.7,123264
2022-03-15 00:00:00,00:30,AUD,Monetary Policy Meeting Minutes,,,,,125676
2022-03-15 00:00:00,12:30,USD,PPI m/m,0.8%,1.0%,1.0%,,124098
2022-03-16 00:00:00,12:30,CAD,CPI m/m,1.0%,0.9%,0.9%,,123330
2022-03-16 00:00:00,12:30,USD,Core Retail Sales m/m,0.2%,0.9%,4.4%,3.3%,124173
2022-03-16 00:00:00,12:30,USD,Retail Sales m/m,0.3%,0.4%,4.9%,3.8%,124172
2022-03-16 00:00:00,18:00,USD,Federal Funds Rate,0.50%,0.50%,<0.25%,,123022
2022-03-16 00:00:00,18:00,USD,FOMC Economic Projections,,,,,123029
2022-03-16 00:00:00,18:00,USD,FOMC Statement,,,,,123014
2022-03-16 00:00:00,18:30,USD,FOMC Press Conference,,,,,123034
2022-03-16 00:00:00,21:45,NZD,GDP q/q,3.0%,3.3%,-3.6%,-3.7%,123990
2022-03-17 00:00:00,00:30,AUD,Employment Change,77.4K,36.0K,28.3K,12.9K,124900
2022-03-17 00:00:00,00:30,AUD,Unemployment Rate,4.0%,4.1%,4.2%,,124888
2022-03-17 00:00:00,12:00,GBP,Monetary Policy Summary,,,,,123735
2022-03-17 00:00:00,12:00,GBP,MPC Official Bank Rate Votes,8-0-1,9-0-0,9-0-0,,123734
2022-03-17 00:00:00,12:00,GBP,Official Bank Rate,0.75%,0.75%,0.50%,,123732
2022-03-21 00:00:00,16:30,USD,Fed Chair Powell Speaks,,,,,127455
2022-03-23 00:00:00,07:00,GBP,CPI y/y,6.2%,6.0%,5.5%,,123838
2022-03-23 00:00:00,12:00,GBP,BOE Gov Bailey Speaks,,,,,127464
2022-03-23 00:00:00,12:00,USD,Fed Chair Powell Speaks,,,,,127456
2022-03-23 00:00:00,12:43,GBP,Annual Budget Release,,,,,123725
2022-03-24 00:00:00,08:30,CHF,SNB Monetary Policy Assessment,,,,,125080
2022-03-24 00:00:00,08:30,EUR,German Flash Manufacturing PMI,57.6,55.9,58.4,58.5,124581
2022-03-24 00:00:00,08:30,EUR,German Flash Services PMI,55.0,53.6,55.8,56.6,124582
2022-03-28 00:00:00,11:00,GBP,BOE Gov Bailey Speaks,,,,,127478
2022-03-29 00:00:00,14:00,USD,JOLTS Job Openings,11.27M,11.00M,11.28M,11.26M,126182
2022-03-30 00:00:00,12:15,USD,ADP Non-Farm Employment Change,455K,455K,486K,475K,124057
2022-03-31 00:00:00,12:30,CAD,GDP m/m,0.2%,0.2%,0.1%,0.0%,126039
2022-03-31 00:00:00,12:30,USD,Core PCE Price Index m/m,0.4%,0.4%,0.5%,,124346
2022-04-01 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.4%,0.4%,0.1%,0.0%,124045
2022-04-01 00:00:00,12:30,USD,Non-Farm Employment Change,431K,492K,750K,678K,122940
2022-04-01 00:00:00,12:30,USD,Unemployment Rate,3.6%,3.7%,3.8%,,122952
2022-04-01 00:00:00,14:00,USD,ISM Manufacturing PMI,57.1,58.9,58.6,,123116
2022-04-05 00:00:00,04:30,AUD,Cash Rate,0.10%,0.10%,0.10%,,125654
2022-04-05 00:00:00,04:30,AUD,RBA Rate Statement,,,,,125665
2022-04-05 00:00:00,14:00,USD,ISM Services PMI,58.3,58.6,56.5,,123140
2022-04-06 00:00:00,18:00,USD,FOMC Meeting Minutes,,,,,123042
2022-04-08 00:00:00,12:30,CAD,Employment Change,72.5K,77.5K,336.6K,,122916
2022-04-08 00:00:00,12:30,CAD,Unemployment Rate,5.3%,5.4%,5.5%,,122928
2022-04-10 00:00:00,08:30,EUR,French Presidential Election,,,,,126641
2022-04-12 00:00:00,12:30,USD,Core CPI m/m,0.3%,0.5%,0.5%,,124073
2022-04-12 00:00:00,12:30,USD,CPI m/m,1.2%,1.2%,0.8%,,124072
2022-04-12 00:00:00,12:30,USD,CPI y/y,8.5%,8.4%,7.9%,,128653
2022-04-13 00:00:00,02:00,NZD,Official Cash Rate,1.50%,1.25%,1.00%,,126160
2022-04-13 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,126159
2022-04-13 00:00:00,06:00,GBP,CPI y/y,7.0%,6.7%,6.2%,,123843
2022-04-13 00:00:00,12:30,USD,PPI m/m,1.4%,1.1%,0.8%,,124101
2022-04-13 00:00:00,14:00,CAD,BOC Monetary Policy Report,,,,,122709
2022-04-13 00:00:00,14:00,CAD,BOC Rate Statement,,,,,122702
2022-04-13 00:00:00,14:00,CAD,Overnight Rate,1.00%,1.00%,0.50%,,122694
2022-04-13 00:00:00,15:00,CAD,BOC Press Conference,,,,,122713
2022-04-14 00:00:00,01:30,AUD,Employment Change,17.9K,30.0K,77.4K,,124901
2022-04-14 00:00:00,01:30,AUD,Unemployment Rate,4.0%,3.9%,4.0%,,124889
2022-04-14 00:00:00,11:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%,,125290
2022-04-14 00:00:00,11:45,EUR,Monetary Policy Statement,,,,,125289
2022-04-14 00:00:00,12:30,EUR,ECB Press Conference,,,,,125288
2022-04-14 00:00:00,12:30,USD,Core Retail Sales m/m,1.1%,1.0%,0.6%,0.2%,124174
2022-04-14 00:00:00,12:30,USD,Retail Sales m/m,0.5%,0.6%,0.8%,0.3%,124175
2022-04-18 00:00:00,02:00,CNY,GDP q/y,4.8%,4.2%,4.0%,,123429
2022-04-18 00:00:00,20:00,NZD,RBNZ Gov Orr Speaks,,,,,127624
2022-04-20 00:00:00,12:30,CAD,CPI m/m,1.4%,0.9%,1.0%,,123331
2022-04-20 00:00:00,22:45,NZD,CPI q/q,1.8%,2.0%,1.4%,,125214
2022-04-21 00:00:00,16:30,GBP,BOE Gov Bailey Speaks,,,,,127619
2022-04-21 00:00:00,17:00,USD,Fed Chair Powell Speaks,,,,,127626
2022-04-22 00:00:00,07:30,EUR,German Flash Manufacturing PMI,54.1,54.6,56.9,57.6,124591
2022-04-22 00:00:00,07:30,EUR,German Flash Services PMI,57.9,55.4,56.1,55.0,124592
2022-04-22 00:00:00,14:30,GBP,BOE Gov Bailey Speaks,,,,,127623
2022-04-24 00:00:00,08:30,EUR,French Presidential Election,,,,,127533
2022-04-25 00:00:00,15:00,CAD,BOC Gov Macklem Speaks,,,,,127638
2022-04-27 00:00:00,01:30,AUD,CPI q/q,2.1%,1.7%,1.3%,,124923
2022-04-27 00:00:00,01:30,AUD,Trimmed Mean CPI q/q,1.4%,1.2%,1.0%,,124927
2022-04-27 00:00:00,22:30,CAD,BOC Gov Macklem Speaks,,,,,127649
2022-04-28 00:00:00,03:11,JPY,BOJ Outlook Report,,,,,127036
2022-04-28 00:00:00,12:30,USD,Advance GDP q/q,-1.4%,1.1%,6.9%,,124323
2022-04-29 00:00:00,12:30,USD,Core PCE Price Index m/m,0.3%,0.3%,0.3%,0.4%,124347
2022-05-02 00:00:00,14:00,USD,ISM Manufacturing PMI,55.4,57.5,57.1,,123117
2022-05-03 00:00:00,04:30,AUD,Cash Rate,0.35%,0.25%,0.10%,,125655
2022-05-03 00:00:00,04:30,AUD,RBA Rate Statement,,,,,125666
2022-05-03 00:00:00,06:30,AUD,RBA Gov Lowe Speaks,,,,,127749
2022-05-03 00:00:00,14:00,USD,JOLTS Job Openings,11.55M,11.19M,11.34M,11.27M,126183
2022-05-03 00:00:00,22:45,NZD,Employment Change q/q,0.1%,0.1%,0.0%,0.1%,124963
2022-05-03 00:00:00,22:45,NZD,Unemployment Rate,3.2%,3.2%,3.2%,,124959
2022-05-03 00:00:00,23:00,NZD,RBNZ Gov Orr Speaks,,,,,127750
2022-05-04 00:00:00,12:15,USD,ADP Non-Farm Employment Change,247K,382K,479K,455K,124058
2022-05-04 00:00:00,18:00,USD,Federal Funds Rate,1.00%,1.00%,0.50%,,123023
2022-05-04 00:00:00,18:00,USD,FOMC Statement,,,,,123015
2022-05-04 00:00:00,18:30,USD,FOMC Press Conference,,,,,123035
2022-05-05 00:00:00,11:00,GBP,BOE Monetary Policy Report,,,,,123784
2022-05-05 00:00:00,11:00,GBP,Monetary Policy Summary,,,,,123737
2022-05-05 00:00:00,11:00,GBP,MPC Official Bank Rate Votes,9-0-0,8-0-1,8-0-1,,123740
2022-05-05 00:00:00,11:00,GBP,Official Bank Rate,1.00%,1.00%,0.75%,,123738
2022-05-05 00:00:00,11:30,GBP,BOE Gov Bailey Speaks,,,,,127761
2022-05-06 00:00:00,01:30,AUD,RBA Monetary Policy Statement,,,,,125687
2022-05-06 00:00:00,12:30,CAD,Employment Change,15.3K,39.5K,72.5K,,122917
2022-05-06 00:00:00,12:30,CAD,Unemployment Rate,5.2%,5.2%,5.3%,,122929
2022-05-06 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.3%,0.4%,0.5%,0.4%,124046
2022-05-06 00:00:00,12:30,USD,Non-Farm Employment Change,428K,390K,428K,431K,122941
2022-05-06 00:00:00,12:30,USD,Unemployment Rate,3.6%,3.5%,3.6%,,122953
2022-05-11 00:00:00,12:30,USD,Core CPI m/m,0.6%,0.4%,0.3%,,124075
2022-05-11 00:00:00,12:30,USD,CPI m/m,0.3%,0.2%,1.2%,,124074
2022-05-11 00:00:00,12:30,USD,CPI y/y,8.3%,8.1%,8.5%,,128654
2022-05-12 00:00:00,12:30,USD,PPI m/m,0.5%,0.5%,1.4%,,124103
2022-05-16 00:00:00,14:15,GBP,Monetary Policy Report Hearings,,,,,126553
2022-05-17 00:00:00,01:30,AUD,Monetary Policy Meeting Minutes,,,,,125678
2022-05-17 00:00:00,12:30,USD,Core Retail Sales m/m,0.6%,0.4%,2.1%,1.1%,124176
2022-05-17 00:00:00,12:30,USD,Retail Sales m/m,0.9%,1.0%,1.4%,0.5%,124177
2022-05-17 00:00:00,18:00,USD,Fed Chair Powell Speaks,,,,,127785
2022-05-18 00:00:00,01:30,AUD,Wage Price Index q/q,0.7%,0.8%,0.7%,,124931
2022-05-18 00:00:00,06:00,GBP,CPI y/y,9.0%,9.1%,7.0%,,123850
2022-05-18 00:00:00,12:30,CAD,CPI m/m,0.6%,0.5%,1.4%,,123332
2022-05-19 00:00:00,01:30,AUD,Employment Change,4.0K,30.0K,20.3K,17.9K,124902
2022-05-19 00:00:00,01:30,AUD,Unemployment Rate,3.9%,3.9%,3.9%,4.0%,124890
2022-05-21 00:00:00,01:30,AUD,Parliamentary Elections,,,,,121997
2022-05-23 00:00:00,14:15,GBP,BOE Gov Bailey Speaks,,,,,127806
2022-05-24 00:00:00,07:30,EUR,German Flash Manufacturing PMI,54.7,54.1,54.6,54.1,124597
2022-05-24 00:00:00,07:30,EUR,German Flash Services PMI,56.3,57.2,57.6,57.9,124598
2022-05-25 00:00:00,02:00,NZD,Official Cash Rate,2.00%,2.00%,1.50%,,126161
2022-05-25 00:00:00,02:00,NZD,RBNZ Monetary Policy Statement,,,,,126156
2022-05-25 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,126162
2022-05-25 00:00:00,03:00,NZD,RBNZ Press Conference,,,,,126166
2022-05-25 00:00:00,18:00,USD,FOMC Meeting Minutes,,,,,123043
2022-05-25 00:00:00,21:10,NZD,RBNZ Gov Orr Speaks,,,,,127823
2022-05-26 00:00:00,12:30,USD,Prelim GDP q/q,-1.5%,-1.3%,-1.4%,,124324
2022-05-27 00:00:00,12:30,USD,Core PCE Price Index m/m,0.3%,0.3%,0.3%,,124348
2022-06-01 00:00:00,01:30,AUD,GDP q/q,0.8%,0.6%,3.6%,3.4%,124858
2022-06-01 00:00:00,14:00,CAD,BOC Rate Statement,,,,,122703
2022-06-01 00:00:00,14:00,CAD,Overnight Rate,1.50%,1.50%,1.00%,,122695
2022-06-01 00:00:00,14:00,USD,ISM Manufacturing PMI,56.1,54.4,55.4,,123118
2022-06-01 00:00:00,14:00,USD,JOLTS Job Openings,11.40M,11.29M,11.86M,11.55M,126184
2022-06-02 00:00:00,12:15,USD,ADP Non-Farm Employment Change,128K,295K,202K,247K,124059
2022-06-03 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.3%,0.4%,0.3%,,124047
2022-06-03 00:00:00,12:30,USD,Non-Farm Employment Change,390K,325K,436K,428K,122942
2022-06-03 00:00:00,12:30,USD,Unemployment Rate,3.6%,3.5%,3.6%,,122954
2022-06-06 00:00:00,20:00,GBP,Govt Confidence Vote,,,,,127852
2022-06-07 00:00:00,04:30,AUD,Cash Rate,0.85%,0.60%,0.35%,,125656
2022-06-07 00:00:00,04:30,AUD,RBA Rate Statement,,,,,125667
2022-06-09 00:00:00,11:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%,,125292
2022-06-09 00:00:00,11:45,EUR,Monetary Policy Statement,,,,,125293
2022-06-09 00:00:00,12:30,EUR,ECB Press Conference,,,,,125291
2022-06-09 00:00:00,15:00,CAD,BOC Gov Macklem Speaks,,,,,127843
2022-06-10 00:00:00,12:30,CAD,Employment Change,39.8K,28.5K,15.3K,,122918
2022-06-10 00:00:00,12:30,CAD,Unemployment Rate,5.1%,5.2%,5.2%,,122930
2022-06-10 00:00:00,12:30,USD,Core CPI m/m,0.6%,0.5%,0.6%,,124077
2022-06-10 00:00:00,12:30,USD,CPI m/m,1.0%,0.7%,0.3%,,124076
2022-06-10 00:00:00,12:30,USD,CPI y/y,8.6%,8.3%,8.3%,,128655
2022-06-10 00:00:00,13:00,USD,Treasury Currency Report,,,,,123049
2022-06-14 00:00:00,12:30,USD,PPI m/m,0.8%,0.8%,0.5%,,124105
2022-06-15 00:00:00,12:30,USD,Core Retail Sales m/m,0.5%,0.7%,0.4%,0.6%,124178
2022-06-15 00:00:00,12:30,USD,Retail Sales m/m,-0.3%,0.1%,0.7%,0.9%,124179
2022-06-15 00:00:00,18:00,USD,Federal Funds Rate,1.75%,1.50%,1.00%,,123024
2022-06-15 00:00:00,18:00,USD,FOMC Economic Projections,,,,,123030
2022-06-15 00:00:00,18:00,USD,FOMC Statement,,,,,123016
2022-06-15 00:00:00,18:30,USD,FOMC Press Conference,,,,,123036
2022-06-16 00:00:00,01:30,AUD,Employment Change,60.6K,25.0K,4.4K,4.0K,124903
2022-06-16 00:00:00,01:30,AUD,Unemployment Rate,3.9%,3.8%,3.9%,,124891
2022-06-16 00:00:00,07:30,CHF,SNB Monetary Policy Assessment,,,,,125083
2022-06-16 00:00:00,07:30,CHF,SNB Policy Rate,-0.25%,-0.75%,-0.75%,,125084
2022-06-16 00:00:00,08:00,CHF,SNB Press Conference,,,,,125085
2022-06-16 00:00:00,11:00,GBP,Monetary Policy Summary,,,,,123743
2022-06-16 00:00:00,11:00,GBP,MPC Official Bank Rate Votes,9-0-0,9-0-0,9-0-0,,123745
2022-06-16 00:00:00,11:00,GBP,Official Bank Rate,1.25%,1.25%,1.00%,,123742
2022-06-17 00:00:00,02:43,JPY,Monetary Policy Statement,,,,,127039
2022-06-17 00:00:00,06:30,JPY,BOJ Press Conference,,,,,127040
2022-06-17 00:00:00,12:45,USD,Fed Chair Powell Speaks,,,,,127865
2022-06-21 00:00:00,00:00,AUD,RBA Gov Lowe Speaks,,,,,127875
2022-06-21 00:00:00,01:30,AUD,Monetary Policy Meeting Minutes,,,,,125679
2022-06-21 00:00:00,12:30,CAD,Core Retail Sales m/m,1.3%,0.5%,2.6%,2.4%,126052
2022-06-22 00:00:00,06:00,GBP,CPI y/y,9.1%,9.1%,9.0%,,123856
2022-06-22 00:00:00,12:30,CAD,CPI m/m,1.4%,1.0%,0.6%,,123333
2022-06-22 00:00:00,13:30,USD,Fed Chair Powell Testifies,,,,,127880
2022-06-23 00:00:00,07:30,EUR,German Flash Manufacturing PMI,52.0,54.0,54.8,54.7,124605
2022-06-23 00:00:00,07:30,EUR,German Flash Services PMI,52.4,54.6,55.0,56.3,124606
2022-06-23 00:00:00,14:00,USD,Fed Chair Powell Testifies,,,,,127881
2022-06-24 00:00:00,11:30,AUD,RBA Gov Lowe Speaks,,,,,127882
2022-06-28 00:00:00,14:00,USD,CB Consumer Confidence,98.7,100.0,103.2,106.4,123094
2022-06-29 00:00:00,10:15,All,OPEC Meetings,,,,,127909
2022-06-29 00:00:00,13:00,EUR,ECB President Lagarde Speaks,,,,,127906
2022-06-29 00:00:00,13:00,GBP,BOE Gov Bailey Speaks,,,,,127900
2022-06-29 00:00:00,13:00,USD,Fed Chair Powell Speaks,,,,,127907
2022-06-30 00:00:00,10:15,All,OPEC-JMMC Meetings,,,,,127910
2022-06-30 00:00:00,12:30,USD,Core PCE Price Index m/m,0.3%,0.4%,0.3%,,124349
2022-07-01 00:00:00,09:00,EUR,CPI Flash Estimate y/y,8.6%,8.5%,8.1%,,126736
2022-07-01 00:00:00,14:00,USD,ISM Manufacturing PMI,53.0,54.6,56.1,,123119
2022-07-04 00:00:00,06:30,CHF,CPI m/m,0.5%,0.3%,0.7%,,125123
2022-07-05 00:00:00,04:30,AUD,Cash Rate,1.35%,1.35%,0.85%,,125657
2022-07-05 00:00:00,04:30,AUD,RBA Rate Statement,,,,,125668
2022-07-06 00:00:00,14:00,USD,JOLTS Job Openings,11.25M,11.05M,11.68M,11.40M,126185
2022-07-06 00:00:00,18:00,USD,FOMC Meeting Minutes,,,,,123044
2022-07-08 00:00:00,12:30,CAD,Employment Change,-43.2K,20.0K,39.8K,,122919
2022-07-08 00:00:00,12:30,CAD,Unemployment Rate,4.9%,5.1%,5.1%,,122931
2022-07-08 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.3%,0.3%,0.4%,0.3%,124048
2022-07-08 00:00:00,12:30,USD,Non-Farm Employment Change,372K,260K,384K,390K,122943
2022-07-08 00:00:00,12:30,USD,Unemployment Rate,3.6%,3.6%,3.6%,,122955
2022-07-10 00:00:00,07:00,JPY,Upper House Elections,,,,,127939
2022-07-11 00:00:00,14:15,GBP,BOE Gov Bailey Speaks,,,,,127941
2022-07-13 00:00:00,02:00,NZD,Official Cash Rate,2.50%,2.50%,2.00%,,126163
2022-07-13 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,126164
2022-07-13 00:00:00,12:30,USD,Core CPI m/m,0.7%,0.5%,0.6%,,124078
2022-07-13 00:00:00,12:30,USD,CPI m/m,1.3%,1.1%,1.0%,,124079
2022-07-13 00:00:00,12:30,USD,CPI y/y,9.1%,8.7%,8.6%,,128656
2022-07-13 00:00:00,14:00,CAD,BOC Monetary Policy Report,,,,,122710
2022-07-13 00:00:00,14:00,CAD,BOC Rate Statement,,,,,122704
2022-07-13 00:00:00,14:00,CAD,Overnight Rate,2.50%,2.25%,1.50%,,122696
2022-07-13 00:00:00,15:00,CAD,BOC Press Conference,,,,,122714
2022-07-14 00:00:00,01:30,AUD,Employment Change,88.4K,30.0K,60.6K,,124904
2022-07-14 00:00:00,01:30,AUD,Unemployment Rate,3.5%,3.8%,3.9%,,124892
2022-07-14 00:00:00,12:30,USD,PPI m/m,1.1%,0.8%,0.8%,,124106
2022-07-15 00:00:00,02:00,CNY,GDP q/y,0.4%,1.2%,4.8%,,123431
2022-07-15 00:00:00,12:30,USD,Core Retail Sales m/m,1.0%,0.7%,0.6%,0.5%,124180
2022-07-15 00:00:00,12:30,USD,Retail Sales m/m,1.0%,0.9%,-0.1%,-0.3%,124181
2022-07-15 00:00:00,14:00,USD,Prelim UoM Consumer Sentiment,51.1,49.0,50.0,50.2,123279
2022-07-17 00:00:00,22:45,NZD,CPI q/q,1.7%,1.5%,1.8%,,125215
2022-07-19 00:00:00,01:30,AUD,Monetary Policy Meeting Minutes,,,,,125680
2022-07-19 00:00:00,15:00,GBP,BOE Gov Bailey Speaks,,,,,127953
2022-07-19 00:00:00,23:10,AUD,RBA Gov Lowe Speaks,,,,,127954
2022-07-20 00:00:00,06:00,GBP,CPI y/y,9.4%,9.3%,9.1%,,123862
2022-07-20 00:00:00,12:30,CAD,CPI m/m,0.7%,0.9%,1.4%,,123334
2022-07-21 00:00:00,03:05,JPY,BOJ Outlook Report,,,,,127042
2022-07-21 00:00:00,03:05,JPY,Monetary Policy Statement,,,,,127043
2022-07-21 00:00:00,06:30,JPY,BOJ Press Conference,,,,,127044
2022-07-21 00:00:00,12:15,EUR,Main Refinancing Rate,0.50%,0.25%,0.00%,,125296
2022-07-21 00:00:00,12:15,EUR,Monetary Policy Statement,,,,,125295
2022-07-21 00:00:00,12:45,EUR,ECB Press Conference,,,,,125294
2022-07-22 00:00:00,07:15,EUR,French Flash Services PMI,52.1,52.6,53.9,54.4,124614
2022-07-22 00:00:00,07:30,EUR,German Flash Manufacturing PMI,49.2,50.6,52.0,,124615
2022-07-22 00:00:00,07:30,EUR,German Flash Services PMI,49.2,51.4,52.4,,124616
2022-07-22 00:00:00,08:30,GBP,Flash Manufacturing PMI,52.2,52.1,52.8,53.4,124609
2022-07-22 00:00:00,08:30,GBP,Flash Services PMI,53.3,52.9,54.3,53.4,124610
2022-07-22 00:00:00,13:45,USD,Flash Services PMI,47.0,52.6,52.7,51.6,124000
2022-07-26 00:00:00,14:00,USD,CB Consumer Confidence,95.7,97.3,98.4,98.7,123095
2022-07-27 00:00:00,01:30,AUD,CPI q/q,1.8%,1.9%,2.1%,,124924
2022-07-27 00:00:00,01:30,AUD,Trimmed Mean CPI q/q,1.5%,1.5%,1.5%,1.4%,124928
2022-07-27 00:00:00,18:00,USD,Federal Funds Rate,2.50%,2.50%,1.75%,,123025
2022-07-27 00:00:00,18:00,USD,FOMC Statement,,,,,123017
2022-07-27 00:00:00,18:30,USD,FOMC Press Conference,,,,,123037
2022-07-28 00:00:00,12:30,USD,Advance GDP q/q,-0.9%,0.4%,-1.6%,-1.4%,124326
2022-07-29 00:00:00,12:30,USD,Core PCE Price Index m/m,0.6%,0.5%,0.3%,,124350
2022-08-01 00:00:00,14:00,USD,ISM Manufacturing PMI,52.8,52.3,53.0,,123120
2022-08-02 00:00:00,04:30,AUD,Cash Rate,1.85%,1.85%,1.35%,,125658
2022-08-02 00:00:00,04:30,AUD,RBA Rate Statement,,,,,125669
2022-08-02 00:00:00,14:00,USD,JOLTS Job Openings,10.70M,10.99M,11.30M,11.25M,126186
2022-08-02 00:00:00,22:45,NZD,Employment Change q/q,0.0%,0.4%,0.0%,0.1%,124964
2022-08-03 00:00:00,06:30,CHF,CPI m/m,0.0%,-0.1%,0.5%,,125124
2022-08-03 00:00:00,14:00,USD,ISM Services PMI,56.7,53.5,55.3,,123144
2022-08-04 00:00:00,11:00,GBP,BOE Monetary Policy Report,,,,,123783
2022-08-04 00:00:00,11:00,GBP,Monetary Policy Summary,,,,,123750
2022-08-04 00:00:00,11:00,GBP,MPC Official Bank Rate Votes,9-0-0,9-0-0,9-0-0,,123748
2022-08-04 00:00:00,11:00,GBP,Official Bank Rate,1.75%,1.75%,1.25%,,123747
2022-08-04 00:00:00,11:30,GBP,BOE Gov Bailey Speaks,,,,,127990
2022-08-05 00:00:00,01:30,AUD,RBA Monetary Policy Statement,,,,,125688
2022-08-05 00:00:00,12:30,CAD,Employment Change,-30.6K,14.2K,-43.2K,,122920
2022-08-05 00:00:00,12:30,CAD,Unemployment Rate,4.9%,5.0%,4.9%,,122932
2022-08-05 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.5%,0.3%,0.4%,0.3%,124049
2022-08-05 00:00:00,12:30,USD,Non-Farm Employment Change,528K,250K,398K,372K,122944
2022-08-05 00:00:00,12:30,USD,Unemployment Rate,3.5%,3.6%,3.6%,,122956
2022-08-10 00:00:00,12:30,USD,Core CPI m/m,0.3%,0.5%,0.7%,,124081
2022-08-10 00:00:00,12:30,USD,CPI m/m,0.0%,0.2%,1.3%,,124080
2022-08-10 00:00:00,12:30,USD,CPI y/y,8.5%,8.7%,9.1%,,128657
2022-08-11 00:00:00,12:30,USD,PPI m/m,-0.5%,0.2%,1.1%,,124109
2022-08-12 00:00:00,06:00,GBP,GDP m/m,-0.6%,-1.2%,0.4%,0.5%,124458
2022-08-12 00:00:00,06:00,GBP,Prelim GDP q/q,-0.1%,-0.2%,0.8%,,124493
2022-08-12 00:00:00,14:00,USD,Prelim UoM Consumer Sentiment,55.1,52.5,51.5,51.1,123284
2022-08-16 00:00:00,01:30,AUD,Monetary Policy Meeting Minutes,,,,,125681
2022-08-16 00:00:00,12:30,CAD,CPI m/m,0.1%,0.1%,0.7%,,123335
2022-08-17 00:00:00,01:30,AUD,Wage Price Index q/q,0.7%,0.8%,0.7%,,124932
2022-08-17 00:00:00,02:00,NZD,Official Cash Rate,3.00%,3.00%,2.50%,,126167
2022-08-17 00:00:00,02:00,NZD,RBNZ Monetary Policy Statement,,,,,126169
